"Game","Map","Outcome","Event","Player_Team","Action","Player","Concat1","Role1","Concat","Role","Game_Feed","Getting_Voted_Off","Getting_Killed","Game_Player_That_Died","Day","Dying_Feed","Killing_Feed","Finding_Bodies_Feed","Body_Found_Feed","Meeting_Called_Feed","First_Kill_Feed","Self_Report_Code","Self_Report_Feed","Voted_Off_As_Crew_Feed","Body_Skipped_Feed","Votes_Off_Code","Vote_ID","Day_1_Vote","Crew_Alive","Impostors_Alive","Score","Crew_1","Is_Crew_1_Alive_1","Vote1","Crew_2","Is_Crew_1_Alive_2","Vote2","Crew_3","Is_Crew_3_Alive","Vote3","Crew_4","Is_Crew_4_Alive?","Vote4","Crew_5","Is_Crew_5_alive?","Vote5","Crew_6","Is_Crew_6_Alive?","Vote6","Crew_7","Is_Crew_7_Alive?","Vote7","Crew_8","Is_Crew_8_Alive?","Vote8"
488,"Polus","488-End",16,NA,"Crew Win - Voting",NA,"488-",NA,"488-",NA,"Crew Win - Voting",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"2-0","LSV","No",NA,"flutter","No",NA,"Bloody","No",NA,"Gaby","No",NA,"wrapter","Yes",NA,"jorbs","No",NA,"honk","Yes",NA,"Oltanya","No",NA
489,"Polus",NA,1,"jorbs","kills","flutter","489-jorbs","(Impostor)","489-flutter","(Crew).","jorbs (Impostor) kills flutter (Crew).",NA,"flutter","489-flutter",1,"flutter","jorbs",NA,NA,NA,"flutter",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Oltanya","Yes",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","Yes",NA,"wrapter","Yes",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","Yes",NA
489,"Polus",NA,2,"dcsports8","finds body of","flutter","489-dcsports8","(Crew)","489-flutter","(Crew).","dcsports8 (Crew) finds body of flutter (Crew).",NA,NA,NA,1,NA,NA,"dcsports8","flutter",NA,NA,NA,NA,NA,NA,1,"489-1","Crew voted off.",7,2,"7-2","Oltanya","Yes","1-Oltanya-Crew voted off.","dcsports8","Yes","1-dcsports8-Crew voted off.","Pheylop","Yes","1-Pheylop-Crew voted off.","flutter","No","1-flutter-Dead","wrapter","Yes","1-wrapter-Crew voted off.","Bloody","Yes","1-Bloody-Crew voted off.","Gaby","Yes","1-Gaby-Crew voted off.","honk","Yes","1-honk-Crew voted off."
489,"Polus",NA,3,"Crew","votes off","honk","489-Crew",NA,"489-honk","(Crew).","Crew votes off honk (Crew).","honk",NA,"489-honk",1,"honk",NA,NA,NA,NA,NA,NA,NA,"honk",NA,NA,NA,NA,6,2,"6-2","Oltanya","Yes",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","No",NA,"wrapter","Yes",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","Yes",NA
489,"Polus",NA,4,"Pheylop","calls an emergency meeting.",NA,"489-Pheylop","(Crew)","489-",NA,"Pheylop (Crew) calls an emergency meeting.",NA,NA,NA,2,NA,NA,NA,NA,"Pheylop",NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Oltanya","Yes",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","No",NA,"wrapter","Yes",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,5,"dokomoy","kills","wrapter","489-dokomoy","(Impostor)","489-wrapter","(Crew).","dokomoy (Impostor) kills wrapter (Crew).",NA,"wrapter","489-wrapter",2,"wrapter","dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Oltanya","Yes",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","No",NA,"wrapter","Yes",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,6,"dcsports8","finds body of","wrapter","489-dcsports8","(Crew)","489-wrapter","(Crew).","dcsports8 (Crew) finds body of wrapter (Crew).",NA,NA,NA,2,NA,NA,"dcsports8","wrapter",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"489-2","Skipped Vote.",5,2,"5-2","Oltanya","Yes","2-Oltanya-Skipped Vote.","dcsports8","Yes","2-dcsports8-Skipped Vote.","Pheylop","Yes","2-Pheylop-Skipped Vote.","flutter","No","2-flutter-Dead","wrapter","No","2-wrapter-Dead","Bloody","Yes","2-Bloody-Skipped Vote.","Gaby","Yes","2-Gaby-Skipped Vote.","honk","No","2-honk-Dead"
489,"Polus",NA,7,"Crew","skips voting.",NA,"489-Crew",NA,"489-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Oltanya","Yes",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,8,"jorbs","kills","Oltanya","489-jorbs","(Impostor)","489-Oltanya","(Crew).","jorbs (Impostor) kills Oltanya (Crew).",NA,"Oltanya","489-Oltanya",3,"Oltanya","jorbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","Oltanya","Yes",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,9,"jorbs","kills","Pheylop","489-jorbs","(Impostor)","489-Pheylop","(Crew).","jorbs (Impostor) kills Pheylop (Crew).",NA,"Pheylop","489-Pheylop",3,"Pheylop","jorbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","Oltanya","No",NA,"dcsports8","Yes",NA,"Pheylop","Yes",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,10,"Gaby","calls an emergency meeting.",NA,"489-Gaby","(Crew)","489-",NA,"Gaby (Crew) calls an emergency meeting.",NA,NA,NA,3,NA,NA,NA,NA,"Gaby",NA,NA,NA,NA,NA,2,"489-3","Impostor voted off.",3,2,"3-2","Oltanya","No","3-Oltanya-Dead","dcsports8","Yes","3-dcsports8-Impostor voted off.","Pheylop","No","3-Pheylop-Dead","flutter","No","3-flutter-Dead","wrapter","No","3-wrapter-Dead","Bloody","Yes","3-Bloody-Impostor voted off.","Gaby","Yes","3-Gaby-Impostor voted off.","honk","No","3-honk-Dead"
489,"Polus",NA,11,"Crew","votes off","jorbs","489-Crew",NA,"489-jorbs","(Impostor).","Crew votes off jorbs (Impostor).","jorbs",NA,"489-jorbs",3,"jorbs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"3-2","Oltanya","No",NA,"dcsports8","Yes",NA,"Pheylop","No",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,12,"dokomoy","kills","Gaby","489-dokomoy","(Impostor)","489-Gaby","(Crew).","dokomoy (Impostor) kills Gaby (Crew).",NA,"Gaby","489-Gaby",4,"Gaby","dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","Oltanya","No",NA,"dcsports8","Yes",NA,"Pheylop","No",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","Yes",NA,"honk","No",NA
489,"Polus",NA,13,"dcsports8","finds body of","Gaby","489-dcsports8","(Crew)","489-Gaby","(Crew).","dcsports8 (Crew) finds body of Gaby (Crew).",NA,NA,NA,4,NA,NA,"dcsports8","Gaby",NA,NA,NA,NA,NA,NA,2,"489-4","Impostor voted off.",2,1,"2-1","Oltanya","No","4-Oltanya-Dead","dcsports8","Yes","4-dcsports8-Impostor voted off.","Pheylop","No","4-Pheylop-Dead","flutter","No","4-flutter-Dead","wrapter","No","4-wrapter-Dead","Bloody","Yes","4-Bloody-Impostor voted off.","Gaby","No","4-Gaby-Dead","honk","No","4-honk-Dead"
489,"Polus",NA,14,"Crew","votes off","dokomoy","489-Crew",NA,"489-dokomoy","(Impostor).","Crew votes off dokomoy (Impostor).","dokomoy",NA,"489-dokomoy",4,"dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2-1","Oltanya","No",NA,"dcsports8","Yes",NA,"Pheylop","No",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","No",NA,"honk","No",NA
489,"Polus","489-End",15,NA,"Crew Win - Voting",NA,"489-",NA,"489-",NA,"Crew Win - Voting",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"2-0","Oltanya","No",NA,"dcsports8","Yes",NA,"Pheylop","No",NA,"flutter","No",NA,"wrapter","No",NA,"Bloody","Yes",NA,"Gaby","No",NA,"honk","No",NA
490,"Polus",NA,1,"flutter","kills","Oltanya","490-flutter","(Impostor)","490-Oltanya","(Crew).","flutter (Impostor) kills Oltanya (Crew).",NA,"Oltanya","490-Oltanya",1,"Oltanya","flutter",NA,NA,NA,"Oltanya",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","wrapter","Yes",NA,"honk","Yes",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","Yes",NA,"dcsports8","Yes",NA,"Oltanya","Yes",NA
490,"Polus",NA,2,"TomM","finds body of","Oltanya","490-TomM","(Crew)","490-Oltanya","(Crew).","TomM (Crew) finds body of Oltanya (Crew).",NA,NA,NA,1,NA,NA,"TomM","Oltanya",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"490-1","Skipped Vote.",7,2,"7-2","wrapter","Yes","1-wrapter-Skipped Vote.","honk","Yes","1-honk-Skipped Vote.","Pheylop","Yes","1-Pheylop-Skipped Vote.","TomM","Yes","1-TomM-Skipped Vote.","dokomoy","Yes","1-dokomoy-Skipped Vote.","jorbs","Yes","1-jorbs-Skipped Vote.","dcsports8","Yes","1-dcsports8-Skipped Vote.","Oltanya","No","1-Oltanya-Dead"
490,"Polus",NA,3,"Crew","skips voting.",NA,"490-Crew",NA,"490-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","wrapter","Yes",NA,"honk","Yes",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","Yes",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,4,"Gaby","kills","jorbs","490-Gaby","(Impostor)","490-jorbs","(Crew).","Gaby (Impostor) kills jorbs (Crew).",NA,"jorbs","490-jorbs",2,"jorbs","Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","wrapter","Yes",NA,"honk","Yes",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","Yes",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,5,"flutter","kills","honk","490-flutter","(Impostor)","490-honk","(Crew).","flutter (Impostor) kills honk (Crew).",NA,"honk","490-honk",2,"honk","flutter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","wrapter","Yes",NA,"honk","Yes",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,6,"dokomoy","finds body of","jorbs","490-dokomoy","(Crew)","490-jorbs","(Crew).","dokomoy (Crew) finds body of jorbs (Crew).",NA,NA,NA,2,NA,NA,"dokomoy","jorbs",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"490-2","Skipped Vote.",5,2,"5-2","wrapter","Yes","2-wrapter-Skipped Vote.","honk","No","2-honk-Dead","Pheylop","Yes","2-Pheylop-Skipped Vote.","TomM","Yes","2-TomM-Skipped Vote.","dokomoy","Yes","2-dokomoy-Skipped Vote.","jorbs","No","2-jorbs-Dead","dcsports8","Yes","2-dcsports8-Skipped Vote.","Oltanya","No","2-Oltanya-Dead"
490,"Polus",NA,7,"Crew","skips voting.",NA,"490-Crew",NA,"490-",NA,"Crew skips voting.",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","wrapter","Yes",NA,"honk","No",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,8,"flutter","kills","wrapter","490-flutter","(Impostor)","490-wrapter","(Crew).","flutter (Impostor) kills wrapter (Crew).",NA,"wrapter","490-wrapter",3,"wrapter","flutter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","wrapter","Yes",NA,"honk","No",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,9,"Gaby","kills","Pheylop","490-Gaby","(Impostor)","490-Pheylop","(Crew).","Gaby (Impostor) kills Pheylop (Crew).",NA,"Pheylop","490-Pheylop",3,"Pheylop","Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","wrapter","No",NA,"honk","No",NA,"Pheylop","Yes",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,10,"TomM","finds body of","Pheylop","490-TomM","(Crew)","490-Pheylop","(Crew).","TomM (Crew) finds body of Pheylop (Crew).",NA,NA,NA,3,NA,NA,"TomM","Pheylop",NA,NA,NA,NA,NA,NA,2,"490-3","Impostor voted off.",3,2,"3-2","wrapter","No","3-wrapter-Dead","honk","No","3-honk-Dead","Pheylop","No","3-Pheylop-Dead","TomM","Yes","3-TomM-Impostor voted off.","dokomoy","Yes","3-dokomoy-Impostor voted off.","jorbs","No","3-jorbs-Dead","dcsports8","Yes","3-dcsports8-Impostor voted off.","Oltanya","No","3-Oltanya-Dead"
490,"Polus",NA,11,"Crew","votes off","Gaby","490-Crew",NA,"490-Gaby","(Impostor).","Crew votes off Gaby (Impostor).","Gaby",NA,"490-Gaby",3,"Gaby",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,2,"3-2","wrapter","No",NA,"honk","No",NA,"Pheylop","No",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,12,"flutter","kills","dokomoy","490-flutter","(Impostor)","490-dokomoy","(Crew).","flutter (Impostor) kills dokomoy (Crew).",NA,"dokomoy","490-dokomoy",4,"dokomoy","flutter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","wrapter","No",NA,"honk","No",NA,"Pheylop","No",NA,"TomM","Yes",NA,"dokomoy","Yes",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus",NA,13,"dcsports8","calls an emergency meeting.",NA,"490-dcsports8","(Crew)","490-",NA,"dcsports8 (Crew) calls an emergency meeting.",NA,NA,NA,4,NA,NA,NA,NA,"dcsports8",NA,NA,NA,NA,NA,2,"490-4","Impostor voted off.",2,1,"2-1","wrapter","No","4-wrapter-Dead","honk","No","4-honk-Dead","Pheylop","No","4-Pheylop-Dead","TomM","Yes","4-TomM-Impostor voted off.","dokomoy","No","4-dokomoy-Dead","jorbs","No","4-jorbs-Dead","dcsports8","Yes","4-dcsports8-Impostor voted off.","Oltanya","No","4-Oltanya-Dead"
490,"Polus",NA,14,"Crew","votes off","flutter","490-Crew",NA,"490-flutter","(Impostor).","Crew votes off flutter (Impostor).","flutter",NA,"490-flutter",4,"flutter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2-1","wrapter","No",NA,"honk","No",NA,"Pheylop","No",NA,"TomM","Yes",NA,"dokomoy","No",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
490,"Polus","490-End",15,NA,"Crew Win - Voting",NA,"490-",NA,"490-",NA,"Crew Win - Voting",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,"2-0","wrapter","No",NA,"honk","No",NA,"Pheylop","No",NA,"TomM","Yes",NA,"dokomoy","No",NA,"jorbs","No",NA,"dcsports8","Yes",NA,"Oltanya","No",NA
491,"Polus",NA,1,"BRazz","kills","Gaby","491-BRazz","(Impostor)","491-Gaby","(Crew).","BRazz (Impostor) kills Gaby (Crew).",NA,"Gaby","491-Gaby",1,"Gaby","BRazz",NA,NA,NA,"Gaby",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","Yes",NA,"flutter","Yes",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","Yes",NA
491,"Polus",NA,2,"TomM","finds body of","Gaby","491-TomM","(Crew)","491-Gaby","(Crew).","TomM (Crew) finds body of Gaby (Crew).",NA,NA,NA,1,NA,NA,"TomM","Gaby",NA,NA,NA,NA,NA,"Skipped - Body Found",0,"491-1","Skipped Vote.",7,2,"7-2","Oltanya","Yes","1-Oltanya-Skipped Vote.","wrapter","Yes","1-wrapter-Skipped Vote.","dcsports8","Yes","1-dcsports8-Skipped Vote.","dokomoy","Yes","1-dokomoy-Skipped Vote.","flutter","Yes","1-flutter-Skipped Vote.","jorbs","Yes","1-jorbs-Skipped Vote.","TomM","Yes","1-TomM-Skipped Vote.","Gaby","No","1-Gaby-Dead"
491,"Polus",NA,3,"Crew","skips voting.",NA,"491-Crew",NA,"491-",NA,"Crew skips voting.",NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","Yes",NA,"flutter","Yes",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","No",NA
491,"Polus",NA,4,"BRazz","kills","flutter","491-BRazz","(Impostor)","491-flutter","(Crew).","BRazz (Impostor) kills flutter (Crew).",NA,"flutter","491-flutter",2,"flutter","BRazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"7-2","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","Yes",NA,"flutter","Yes",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","No",NA
491,"Polus",NA,5,"honk","finds body of","flutter","491-honk","(Impostor)","491-flutter","(Crew).","honk (Impostor) finds body of flutter (Crew).",NA,NA,NA,2,NA,NA,"honk","flutter",NA,NA,1,"Co-Impostor report",NA,NA,2,"491-2","Impostor voted off.",6,2,"6-2","Oltanya","Yes","2-Oltanya-Impostor voted off.","wrapter","Yes","2-wrapter-Impostor voted off.","dcsports8","Yes","2-dcsports8-Impostor voted off.","dokomoy","Yes","2-dokomoy-Impostor voted off.","flutter","No","2-flutter-Dead","jorbs","Yes","2-jorbs-Impostor voted off.","TomM","Yes","2-TomM-Impostor voted off.","Gaby","No","2-Gaby-Dead"
491,"Polus",NA,6,"Crew","votes off","BRazz","491-Crew",NA,"491-BRazz","(Impostor).","Crew votes off BRazz (Impostor).","BRazz",NA,"491-BRazz",2,"BRazz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","Yes",NA,"flutter","No",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","No",NA
491,"Polus",NA,7,"honk","kills","dokomoy","491-honk","(Impostor)","491-dokomoy","(Crew).","honk (Impostor) kills dokomoy (Crew).",NA,"dokomoy","491-dokomoy",3,"dokomoy","honk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,1,"6-1","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","Yes",NA,"flutter","No",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","No",NA
491,"Polus",NA,8,"jorbs","finds body of","dokomoy","491-jorbs","(Crew)","491-dokomoy","(Crew).","jorbs (Crew) finds body of dokomoy (Crew).",NA,NA,NA,3,NA,NA,"jorbs","dokomoy",NA,NA,NA,NA,NA,NA,2,"491-3","Impostor voted off.",5,1,"5-1","Oltanya","Yes","3-Oltanya-Impostor voted off.","wrapter","Yes","3-wrapter-Impostor voted off.","dcsports8","Yes","3-dcsports8-Impostor voted off.","dokomoy","No","3-dokomoy-Dead","flutter","No","3-flutter-Dead","jorbs","Yes","3-jorbs-Impostor voted off.","TomM","Yes","3-TomM-Impostor voted off.","Gaby","No","3-Gaby-Dead"
491,"Polus",NA,9,"Crew","votes off","honk","491-Crew",NA,"491-honk","(Impostor).","Crew votes off honk (Impostor).","honk",NA,"491-honk",3,"honk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,"5-1","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","No",NA,"flutter","No",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","No",NA
491,"Polus","491-End",10,NA,"Crew Win - Voting",NA,"491-",NA,"491-",NA,"Crew Win - Voting",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0,"5-0","Oltanya","Yes",NA,"wrapter","Yes",NA,"dcsports8","Yes",NA,"dokomoy","No",NA,"flutter","No",NA,"jorbs","Yes",NA,"TomM","Yes",NA,"Gaby","No",NA
492,"Polus",NA,1,"Oltanya","kills","BRazz","492-Oltanya","(Impostor)","492-BRazz","(Crew).","Oltanya (Impostor) kills BRazz (Crew).",NA,"BRazz","492-BRazz",1,"BRazz","Oltanya",NA,NA,NA,"BRazz",NA,NA,NA,NA,NA,NA,NA,8,2,"8-2","dcsports8","Yes",NA,"flutter","Yes",NA,"honk","Yes",NA,"wrapter","Yes",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","Yes",NA,"Gaby","Yes",NA
492,"Polus",NA,2,"honk","finds body of","BRazz","492-honk","(Crew)","492-BRazz","(Crew).","honk (Crew) finds body of BRazz (Crew).",NA,NA,NA,1,NA,NA,"honk","BRazz",NA,NA,NA,NA,NA,NA,1,"492-1","Crew voted off.",7,2,"7-2","dcsports8","Yes","1-dcsports8-Crew voted off.","flutter","Yes","1-flutter-Crew voted off.","honk","Yes","1-honk-Crew voted off.","wrapter","Yes","1-wrapter-Crew voted off.","TomM","Yes","1-TomM-Crew voted off.","Bim","Yes","1-Bim-Crew voted off.","BRazz","No","1-BRazz-Dead","Gaby","Yes","1-Gaby-Crew voted off."
492,"Polus",NA,3,"Crew","votes off","Gaby","492-Crew",NA,"492-Gaby","(Crew).","Crew votes off Gaby (Crew).","Gaby",NA,"492-Gaby",1,"Gaby",NA,NA,NA,NA,NA,NA,NA,"Gaby",NA,NA,NA,NA,6,2,"6-2","dcsports8","Yes",NA,"flutter","Yes",NA,"honk","Yes",NA,"wrapter","Yes",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","Yes",NA
492,"Polus",NA,4,"dokomoy","kills","wrapter","492-dokomoy","(Impostor)","492-wrapter","(Crew).","dokomoy (Impostor) kills wrapter (Crew).",NA,"wrapter","492-wrapter",2,"wrapter","dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"6-2","dcsports8","Yes",NA,"flutter","Yes",NA,"honk","Yes",NA,"wrapter","Yes",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","No",NA
492,"Polus",NA,5,"Oltanya","kills","honk","492-Oltanya","(Impostor)","492-honk","(Crew).","Oltanya (Impostor) kills honk (Crew).",NA,"honk","492-honk",2,"honk","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"5-2","dcsports8","Yes",NA,"flutter","Yes",NA,"honk","Yes",NA,"wrapter","No",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","No",NA
492,"Polus",NA,6,"TomM","finds body of","honk","492-TomM","(Crew)","492-honk","(Crew).","TomM (Crew) finds body of honk (Crew).",NA,NA,NA,2,NA,NA,"TomM","honk",NA,NA,NA,NA,NA,NA,2,"492-2","Impostor voted off.",4,2,"4-2","dcsports8","Yes","2-dcsports8-Impostor voted off.","flutter","Yes","2-flutter-Impostor voted off.","honk","No","2-honk-Dead","wrapter","No","2-wrapter-Dead","TomM","Yes","2-TomM-Impostor voted off.","Bim","Yes","2-Bim-Impostor voted off.","BRazz","No","2-BRazz-Dead","Gaby","No","2-Gaby-Dead"
492,"Polus",NA,7,"Crew","votes off","dokomoy","492-Crew",NA,"492-dokomoy","(Impostor).","Crew votes off dokomoy (Impostor).","dokomoy",NA,"492-dokomoy",2,"dokomoy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,"4-2","dcsports8","Yes",NA,"flutter","Yes",NA,"honk","No",NA,"wrapter","No",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","No",NA
492,"Polus",NA,8,"Oltanya","kills","flutter","492-Oltanya","(Impostor)","492-flutter","(Crew).","Oltanya (Impostor) kills flutter (Crew).",NA,"flutter","492-flutter",3,"flutter","Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,1,"4-1","dcsports8","Yes",NA,"flutter","Yes",NA,"honk","No",NA,"wrapter","No",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","No",NA
492,"Polus",NA,9,"TomM","finds body of","flutter","492-TomM","(Crew)","492-flutter","(Crew).","TomM (Crew) finds body of flutter (Crew).",NA,NA,NA,3,NA,NA,"TomM","flutter",NA,NA,NA,NA,NA,NA,2,"492-3","Impostor voted off.",3,1,"3-1","dcsports8","Yes","3-dcsports8-Impostor voted off.","flutter","No","3-flutter-Dead","honk","No","3-honk-Dead","wrapter","No","3-wrapter-Dead","TomM","Yes","3-TomM-Impostor voted off.","Bim","Yes","3-Bim-Impostor voted off.","BRazz","No","3-BRazz-Dead","Gaby","No","3-Gaby-Dead"
492,"Polus",NA,10,"Crew","votes off","Oltanya","492-Crew",NA,"492-Oltanya","(Impostor).","Crew votes off Oltanya (Impostor).","Oltanya",NA,"492-Oltanya",3,"Oltanya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,"3-1","dcsports8","Yes",NA,"flutter","No",NA,"honk","No",NA,"wrapter","No",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","No",NA
492,"Polus","492-End",11,NA,"Crew Win - Voting",NA,"492-",NA,"492-",NA,"Crew Win - Voting",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,"3-0","dcsports8","Yes",NA,"flutter","No",NA,"honk","No",NA,"wrapter","No",NA,"TomM","Yes",NA,"Bim","Yes",NA,"BRazz","No",NA,"Gaby","No",NA
