"Crewmate","Day","Event","Count"
"GGards","5","Times_Dead",1
"SamSherman","5","Times_Dead",0
"CALC","5","Times_Dead",1
"honk","5","Times_Dead",2
"Murklurker","5","Times_Dead",0
"Aberdasher","5","Times_Dead",0
"rettoto","5","Times_Dead",0
"MurkLurker","5","Times_Dead",0
"flutter","5","Times_Dead",3
"Skadj","5","Times_Dead",0
"ZJ","5","Times_Dead",1
"sponsz","5","Times_Dead",0
"Bim","5","Times_Dead",0
"HunterPence","5","Times_Dead",0
"LSV","5","Skipped",0
"dokomoy","5","Skipped",4
"Keaton","5","Skipped",0
"zlubars","5","Skipped",2
"BK","5","Skipped",1
"Dreamy","5","Skipped",0
"5up","5","Skipped",0
"Eirik","5","Skipped",1
"wrapter","5","Skipped",1
"Mani","5","Skipped",0
"Gaby","5","Skipped",0
"samie","5","Skipped",0
"LadyAtarka","5","Skipped",1
"Oltanya","5","Skipped",2
"Bene","5","Skipped",0
"Ian","5","Skipped",1
"Pojo","5","Skipped",1
"Sam","5","Skipped",0
"Pheylop","5","Skipped",3
"jorbs","5","Skipped",1
"julie","5","Skipped",0
"Ahamkara","5","Skipped",3
"dcsports8","5","Skipped",0
"Ben P","5","Skipped",0
"Squirrel_Loot","5","Skipped",0
"Stunlock","5","Skipped",0
"Rada","5","Skipped",0
"PANCAKE","5","Skipped",0
"Memes","5","Skipped",0
"synthe","5","Skipped",0
"Emily","5","Skipped",0
"CoolJets","5","Skipped",0
"Ambiance","5","Skipped",0
"DBatterskull","5","Skipped",1
"bsweitz","5","Skipped",2
"Zyla","5","Skipped",2
"Andrew","5","Skipped",1
"Barnabus","5","Skipped",0
"Kyle","5","Skipped",0
"LegenVD","5","Skipped",0
"TheAsianAvenger","5","Skipped",0
"Whyin","5","Skipped",0
"GrahamLRR","5","Skipped",0
"Bloody","5","Skipped",3
"Seabats","5","Skipped",0
"AshlenRose","5","Skipped",0
"Voxy","5","Skipped",0
"SwayingRug","5","Skipped",0
"Fader","5","Skipped",1
"TomM","5","Skipped",0
"ScaldingHotSoup","5","Skipped",0
"Corey","5","Skipped",0
"Chosaucer","5","Skipped",2
"BennyB","5","Skipped",0
"Mullibok","5","Skipped",0
"JohnnyCatz","5","Skipped",0
"DoubleFried","5","Skipped",0
"Kibler","5","Skipped",0
"Rafon","5","Skipped",0
"HGRose","5","Skipped",1
"nucleosynth","5","Skipped",0
"Colossus","5","Skipped",1
"Trotske","5","Skipped",0
"Seven","5","Skipped",0
"Saku","5","Skipped",0
"Adrien","5","Skipped",0
"Riley","5","Skipped",0
"Toffel","5","Skipped",0
"Stranjak","5","Skipped",0
"hafu","5","Skipped",0
"DaveWilliams","5","Skipped",0
"Nairbly","5","Skipped",1
"Wolf","5","Skipped",0
"FoxBox","5","Skipped",0
"Ryuu","5","Skipped",0
"coco","5","Skipped",0
"yoinkster","5","Skipped",0
"DuckMyInt","5","Skipped",0
"Isaac","5","Skipped",0
"BRazz","5","Skipped",0
"Scott","5","Skipped",0
"Iroknight","5","Skipped",0
"Dix","5","Skipped",1
"Nick","5","Skipped",0
"Eric","5","Skipped",0
"Nate","5","Skipped",0
"AbeyBaby","5","Skipped",1
"TomRoss","5","Skipped",0
"BradNelson","5","Skipped",0
"Zhoola","5","Skipped",0
"Platypus","5","Skipped",0
"Jason","5","Skipped",1
"niphette","5","Skipped",0
"Bonde","5","Skipped",0
"LeeSharpe","5","Skipped",0
"GGards","5","Skipped",0
"SamSherman","5","Skipped",0
"CALC","5","Skipped",0
"honk","5","Skipped",0
"Murklurker","5","Skipped",0
"Aberdasher","5","Skipped",0
"rettoto","5","Skipped",0
"MurkLurker","5","Skipped",0
"flutter","5","Skipped",0
"Skadj","5","Skipped",0
"ZJ","5","Skipped",0
"sponsz","5","Skipped",1
"Bim","5","Skipped",0
"HunterPence","5","Skipped",0
"LSV","5","Voted_Impostor",2
"dokomoy","5","Voted_Impostor",4
"Keaton","5","Voted_Impostor",2
"zlubars","5","Voted_Impostor",4
"BK","5","Voted_Impostor",7
"Dreamy","5","Voted_Impostor",3
"5up","5","Voted_Impostor",0
"Eirik","5","Voted_Impostor",1
"wrapter","5","Voted_Impostor",1
"Mani","5","Voted_Impostor",2
"Gaby","5","Voted_Impostor",0
"samie","5","Voted_Impostor",0
"LadyAtarka","5","Voted_Impostor",2
"Oltanya","5","Voted_Impostor",1
"Bene","5","Voted_Impostor",0
"Ian","5","Voted_Impostor",2
"Pojo","5","Voted_Impostor",2
"Sam","5","Voted_Impostor",5
"Pheylop","5","Voted_Impostor",4
"jorbs","5","Voted_Impostor",4
"julie","5","Voted_Impostor",0
"Ahamkara","5","Voted_Impostor",1
"dcsports8","5","Voted_Impostor",0
"Ben P","5","Voted_Impostor",0
"Squirrel_Loot","5","Voted_Impostor",0
"Stunlock","5","Voted_Impostor",0
"Rada","5","Voted_Impostor",0
"PANCAKE","5","Voted_Impostor",0
"Memes","5","Voted_Impostor",0
"synthe","5","Voted_Impostor",0
"Emily","5","Voted_Impostor",1
"CoolJets","5","Voted_Impostor",0
"Ambiance","5","Voted_Impostor",0
"DBatterskull","5","Voted_Impostor",1
"bsweitz","5","Voted_Impostor",2
"Zyla","5","Voted_Impostor",1
"Andrew","5","Voted_Impostor",4
"Barnabus","5","Voted_Impostor",2
"Kyle","5","Voted_Impostor",0
"LegenVD","5","Voted_Impostor",0
"TheAsianAvenger","5","Voted_Impostor",0
"Whyin","5","Voted_Impostor",0
"GrahamLRR","5","Voted_Impostor",0
"Bloody","5","Voted_Impostor",4
"Seabats","5","Voted_Impostor",0
"AshlenRose","5","Voted_Impostor",0
"Voxy","5","Voted_Impostor",1
"SwayingRug","5","Voted_Impostor",0
"Fader","5","Voted_Impostor",0
"TomM","5","Voted_Impostor",1
"ScaldingHotSoup","5","Voted_Impostor",0
"Corey","5","Voted_Impostor",0
"Chosaucer","5","Voted_Impostor",6
"BennyB","5","Voted_Impostor",3
"Mullibok","5","Voted_Impostor",0
"JohnnyCatz","5","Voted_Impostor",0
"DoubleFried","5","Voted_Impostor",1
"Kibler","5","Voted_Impostor",2
"Rafon","5","Voted_Impostor",0
"HGRose","5","Voted_Impostor",2
"nucleosynth","5","Voted_Impostor",0
"Colossus","5","Voted_Impostor",0
"Trotske","5","Voted_Impostor",0
"Seven","5","Voted_Impostor",0
"Saku","5","Voted_Impostor",1
"Adrien","5","Voted_Impostor",0
"Riley","5","Voted_Impostor",0
"Toffel","5","Voted_Impostor",0
"Stranjak","5","Voted_Impostor",0
"hafu","5","Voted_Impostor",1
"DaveWilliams","5","Voted_Impostor",0
"Nairbly","5","Voted_Impostor",1
"Wolf","5","Voted_Impostor",2
"FoxBox","5","Voted_Impostor",0
"Ryuu","5","Voted_Impostor",0
"coco","5","Voted_Impostor",0
"yoinkster","5","Voted_Impostor",0
"DuckMyInt","5","Voted_Impostor",0
"Isaac","5","Voted_Impostor",0
"BRazz","5","Voted_Impostor",1
"Scott","5","Voted_Impostor",3
"Iroknight","5","Voted_Impostor",1
"Dix","5","Voted_Impostor",0
"Nick","5","Voted_Impostor",3
"Eric","5","Voted_Impostor",2
"Nate","5","Voted_Impostor",0
"AbeyBaby","5","Voted_Impostor",0
"TomRoss","5","Voted_Impostor",1
"BradNelson","5","Voted_Impostor",0
"Zhoola","5","Voted_Impostor",2
"Platypus","5","Voted_Impostor",1
"Jason","5","Voted_Impostor",0
"niphette","5","Voted_Impostor",0
"Bonde","5","Voted_Impostor",0
"LeeSharpe","5","Voted_Impostor",0
"GGards","5","Voted_Impostor",0
"SamSherman","5","Voted_Impostor",0
"CALC","5","Voted_Impostor",0
"honk","5","Voted_Impostor",2
"Murklurker","5","Voted_Impostor",0
"Aberdasher","5","Voted_Impostor",0
"rettoto","5","Voted_Impostor",0
"MurkLurker","5","Voted_Impostor",0
"flutter","5","Voted_Impostor",0
"Skadj","5","Voted_Impostor",1
"ZJ","5","Voted_Impostor",0
"sponsz","5","Voted_Impostor",0
"Bim","5","Voted_Impostor",0
"HunterPence","5","Voted_Impostor",0
"LSV","5","Voted_Crew",2
"dokomoy","5","Voted_Crew",3
"Keaton","5","Voted_Crew",1
"zlubars","5","Voted_Crew",1
"BK","5","Voted_Crew",1
"Dreamy","5","Voted_Crew",0
"5up","5","Voted_Crew",0
"Eirik","5","Voted_Crew",0
"wrapter","5","Voted_Crew",0
"Mani","5","Voted_Crew",0
"Gaby","5","Voted_Crew",1
"samie","5","Voted_Crew",0
"LadyAtarka","5","Voted_Crew",1
"Oltanya","5","Voted_Crew",3
"Bene","5","Voted_Crew",0
"Ian","5","Voted_Crew",1
"Pojo","5","Voted_Crew",0
"Sam","5","Voted_Crew",3
"Pheylop","5","Voted_Crew",1
"jorbs","5","Voted_Crew",2
"julie","5","Voted_Crew",0
"Ahamkara","5","Voted_Crew",2
"dcsports8","5","Voted_Crew",0
"Ben P","5","Voted_Crew",0
"Squirrel_Loot","5","Voted_Crew",0
"Stunlock","5","Voted_Crew",0
"Rada","5","Voted_Crew",0
"PANCAKE","5","Voted_Crew",0
"Memes","5","Voted_Crew",1
"synthe","5","Voted_Crew",0
"Emily","5","Voted_Crew",0
"CoolJets","5","Voted_Crew",0
"Ambiance","5","Voted_Crew",0
"DBatterskull","5","Voted_Crew",1
"bsweitz","5","Voted_Crew",1
"Zyla","5","Voted_Crew",0
"Andrew","5","Voted_Crew",0
"Barnabus","5","Voted_Crew",3
"Kyle","5","Voted_Crew",0
"LegenVD","5","Voted_Crew",1
"TheAsianAvenger","5","Voted_Crew",0
"Whyin","5","Voted_Crew",0
"GrahamLRR","5","Voted_Crew",0
"Bloody","5","Voted_Crew",2
"Seabats","5","Voted_Crew",0
"AshlenRose","5","Voted_Crew",0
"Voxy","5","Voted_Crew",0
"SwayingRug","5","Voted_Crew",0
"Fader","5","Voted_Crew",0
"TomM","5","Voted_Crew",0
"ScaldingHotSoup","5","Voted_Crew",0
"Corey","5","Voted_Crew",0
"Chosaucer","5","Voted_Crew",1
"BennyB","5","Voted_Crew",2
"Mullibok","5","Voted_Crew",0
"JohnnyCatz","5","Voted_Crew",0
"DoubleFried","5","Voted_Crew",0
"Kibler","5","Voted_Crew",0
"Rafon","5","Voted_Crew",0
"HGRose","5","Voted_Crew",1
"nucleosynth","5","Voted_Crew",0
"Colossus","5","Voted_Crew",0
"Trotske","5","Voted_Crew",0
"Seven","5","Voted_Crew",1
"Saku","5","Voted_Crew",0
"Adrien","5","Voted_Crew",0
"Riley","5","Voted_Crew",0
"Toffel","5","Voted_Crew",0
"Stranjak","5","Voted_Crew",0
"hafu","5","Voted_Crew",0
"DaveWilliams","5","Voted_Crew",0
"Nairbly","5","Voted_Crew",0
"Wolf","5","Voted_Crew",0
"FoxBox","5","Voted_Crew",1
"Ryuu","5","Voted_Crew",0
"coco","5","Voted_Crew",1
"yoinkster","5","Voted_Crew",0
"DuckMyInt","5","Voted_Crew",0
"Isaac","5","Voted_Crew",0
"BRazz","5","Voted_Crew",0
"Scott","5","Voted_Crew",0
"Iroknight","5","Voted_Crew",1
"Dix","5","Voted_Crew",0
"Nick","5","Voted_Crew",0
"Eric","5","Voted_Crew",0
"Nate","5","Voted_Crew",0
"AbeyBaby","5","Voted_Crew",0
"TomRoss","5","Voted_Crew",0
"BradNelson","5","Voted_Crew",0
"Zhoola","5","Voted_Crew",1
"Platypus","5","Voted_Crew",1
"Jason","5","Voted_Crew",1
"niphette","5","Voted_Crew",0
"Bonde","5","Voted_Crew",0
"LeeSharpe","5","Voted_Crew",0
"GGards","5","Voted_Crew",0
"SamSherman","5","Voted_Crew",0
"CALC","5","Voted_Crew",0
"honk","5","Voted_Crew",0
"Murklurker","5","Voted_Crew",0
"Aberdasher","5","Voted_Crew",0
"rettoto","5","Voted_Crew",0
"MurkLurker","5","Voted_Crew",0
"flutter","5","Voted_Crew",0
"Skadj","5","Voted_Crew",0
"ZJ","5","Voted_Crew",0
"sponsz","5","Voted_Crew",0
"Bim","5","Voted_Crew",0
"HunterPence","5","Voted_Crew",0
"LSV","6","Times_Alive",0
"dokomoy","6","Times_Alive",3
"Keaton","6","Times_Alive",1
"zlubars","6","Times_Alive",0
"BK","6","Times_Alive",1
"Dreamy","6","Times_Alive",1
"5up","6","Times_Alive",0
"Eirik","6","Times_Alive",1
"wrapter","6","Times_Alive",1
"Mani","6","Times_Alive",0
"Gaby","6","Times_Alive",0
"samie","6","Times_Alive",0
"LadyAtarka","6","Times_Alive",0
"Oltanya","6","Times_Alive",2
"Bene","6","Times_Alive",0
"Ian","6","Times_Alive",1
"Pojo","6","Times_Alive",1
"Sam","6","Times_Alive",0
"Pheylop","6","Times_Alive",3
"jorbs","6","Times_Alive",0
"julie","6","Times_Alive",0
"Ahamkara","6","Times_Alive",2
"dcsports8","6","Times_Alive",0
"Ben P","6","Times_Alive",0
"Squirrel_Loot","6","Times_Alive",0
"Stunlock","6","Times_Alive",0
"Rada","6","Times_Alive",0
"PANCAKE","6","Times_Alive",0
"Memes","6","Times_Alive",0
"synthe","6","Times_Alive",0
"Emily","6","Times_Alive",1
"CoolJets","6","Times_Alive",0
"Ambiance","6","Times_Alive",0
"DBatterskull","6","Times_Alive",0
"bsweitz","6","Times_Alive",2
"Zyla","6","Times_Alive",2
"Andrew","6","Times_Alive",0
"Barnabus","6","Times_Alive",2
"Kyle","6","Times_Alive",0
"LegenVD","6","Times_Alive",0
"TheAsianAvenger","6","Times_Alive",0
"Whyin","6","Times_Alive",0
"GrahamLRR","6","Times_Alive",0
"Bloody","6","Times_Alive",2
"Seabats","6","Times_Alive",0
"AshlenRose","6","Times_Alive",0
"Voxy","6","Times_Alive",0
"SwayingRug","6","Times_Alive",0
"Fader","6","Times_Alive",0
"TomM","6","Times_Alive",0
"ScaldingHotSoup","6","Times_Alive",0
"Corey","6","Times_Alive",0
"Chosaucer","6","Times_Alive",1
"BennyB","6","Times_Alive",0
"Mullibok","6","Times_Alive",0
"JohnnyCatz","6","Times_Alive",0
"DoubleFried","6","Times_Alive",0
"Kibler","6","Times_Alive",0
"Rafon","6","Times_Alive",0
"HGRose","6","Times_Alive",1
"nucleosynth","6","Times_Alive",0
"Colossus","6","Times_Alive",0
"Trotske","6","Times_Alive",0
"Seven","6","Times_Alive",0
"Saku","6","Times_Alive",0
"Adrien","6","Times_Alive",0
"Riley","6","Times_Alive",0
"Toffel","6","Times_Alive",0
"Stranjak","6","Times_Alive",0
"hafu","6","Times_Alive",0
"DaveWilliams","6","Times_Alive",0
"Nairbly","6","Times_Alive",1
"Wolf","6","Times_Alive",0
"FoxBox","6","Times_Alive",0
"Ryuu","6","Times_Alive",0
"coco","6","Times_Alive",0
"yoinkster","6","Times_Alive",0
"DuckMyInt","6","Times_Alive",0
"Isaac","6","Times_Alive",0
"BRazz","6","Times_Alive",0
"Scott","6","Times_Alive",1
"Iroknight","6","Times_Alive",0
"Dix","6","Times_Alive",1
"Nick","6","Times_Alive",0
"Eric","6","Times_Alive",0
"Nate","6","Times_Alive",0
"AbeyBaby","6","Times_Alive",0
"TomRoss","6","Times_Alive",1
"BradNelson","6","Times_Alive",0
"Zhoola","6","Times_Alive",0
"Platypus","6","Times_Alive",0
"Jason","6","Times_Alive",0
"niphette","6","Times_Alive",0
"Bonde","6","Times_Alive",0
"LeeSharpe","6","Times_Alive",0
"GGards","6","Times_Alive",0
"SamSherman","6","Times_Alive",0
"CALC","6","Times_Alive",0
"honk","6","Times_Alive",0
"Murklurker","6","Times_Alive",0
"Aberdasher","6","Times_Alive",0
"rettoto","6","Times_Alive",0
"MurkLurker","6","Times_Alive",0
"flutter","6","Times_Alive",0
"Skadj","6","Times_Alive",0
"ZJ","6","Times_Alive",0
"sponsz","6","Times_Alive",0
"Bim","6","Times_Alive",0
"HunterPence","6","Times_Alive",0
"LSV","6","Times_Dead",1
"dokomoy","6","Times_Dead",3
"Keaton","6","Times_Dead",1
"zlubars","6","Times_Dead",4
"BK","6","Times_Dead",6
"Dreamy","6","Times_Dead",1
"5up","6","Times_Dead",1
"Eirik","6","Times_Dead",0
"wrapter","6","Times_Dead",2
"Mani","6","Times_Dead",4
"Gaby","6","Times_Dead",1
"samie","6","Times_Dead",0
"LadyAtarka","6","Times_Dead",2
"Oltanya","6","Times_Dead",1
"Bene","6","Times_Dead",0
"Ian","6","Times_Dead",3
"Pojo","6","Times_Dead",1
"Sam","6","Times_Dead",3
"Pheylop","6","Times_Dead",2
"jorbs","6","Times_Dead",0
"julie","6","Times_Dead",0
"Ahamkara","6","Times_Dead",1
"dcsports8","6","Times_Dead",1
"Ben P","6","Times_Dead",0
"Squirrel_Loot","6","Times_Dead",0
"Stunlock","6","Times_Dead",0
"Rada","6","Times_Dead",1
"PANCAKE","6","Times_Dead",0
"Memes","6","Times_Dead",1
"synthe","6","Times_Dead",0
"Emily","6","Times_Dead",0
"CoolJets","6","Times_Dead",2
"Ambiance","6","Times_Dead",0
"DBatterskull","6","Times_Dead",2
"bsweitz","6","Times_Dead",3
"Zyla","6","Times_Dead",2
"Andrew","6","Times_Dead",1
"Barnabus","6","Times_Dead",1
"Kyle","6","Times_Dead",1
"LegenVD","6","Times_Dead",0
"TheAsianAvenger","6","Times_Dead",0
"Whyin","6","Times_Dead",0
"GrahamLRR","6","Times_Dead",0
"Bloody","6","Times_Dead",1
"Seabats","6","Times_Dead",0
"AshlenRose","6","Times_Dead",0
"Voxy","6","Times_Dead",0
"SwayingRug","6","Times_Dead",0
"Fader","6","Times_Dead",0
"TomM","6","Times_Dead",1
"ScaldingHotSoup","6","Times_Dead",0
"Corey","6","Times_Dead",1
"Chosaucer","6","Times_Dead",2
"BennyB","6","Times_Dead",2
"Mullibok","6","Times_Dead",0
"JohnnyCatz","6","Times_Dead",0
"DoubleFried","6","Times_Dead",0
"Kibler","6","Times_Dead",0
"Rafon","6","Times_Dead",0
"HGRose","6","Times_Dead",0
"nucleosynth","6","Times_Dead",0
"Colossus","6","Times_Dead",1
"Trotske","6","Times_Dead",0
"Seven","6","Times_Dead",0
"Saku","6","Times_Dead",0
"Adrien","6","Times_Dead",0
"Riley","6","Times_Dead",0
"Toffel","6","Times_Dead",0
"Stranjak","6","Times_Dead",0
"hafu","6","Times_Dead",0
"DaveWilliams","6","Times_Dead",0
"Nairbly","6","Times_Dead",0
"Wolf","6","Times_Dead",0
"FoxBox","6","Times_Dead",0
"Ryuu","6","Times_Dead",0
"coco","6","Times_Dead",0
"yoinkster","6","Times_Dead",0
"DuckMyInt","6","Times_Dead",0
"Isaac","6","Times_Dead",0
"BRazz","6","Times_Dead",2
"Scott","6","Times_Dead",3
"Iroknight","6","Times_Dead",0
"Dix","6","Times_Dead",0
"Nick","6","Times_Dead",1
"Eric","6","Times_Dead",0
"Nate","6","Times_Dead",0
"AbeyBaby","6","Times_Dead",1
"TomRoss","6","Times_Dead",1
"BradNelson","6","Times_Dead",0
"Zhoola","6","Times_Dead",1
"Platypus","6","Times_Dead",0
"Jason","6","Times_Dead",1
"niphette","6","Times_Dead",0
"Bonde","6","Times_Dead",0
"LeeSharpe","6","Times_Dead",0
"GGards","6","Times_Dead",1
"SamSherman","6","Times_Dead",0
"CALC","6","Times_Dead",1
"honk","6","Times_Dead",0
"Murklurker","6","Times_Dead",0
"Aberdasher","6","Times_Dead",0
"rettoto","6","Times_Dead",0
"MurkLurker","6","Times_Dead",0
"flutter","6","Times_Dead",0
"Skadj","6","Times_Dead",0
"ZJ","6","Times_Dead",0
"sponsz","6","Times_Dead",0
"Bim","6","Times_Dead",0
"HunterPence","6","Times_Dead",0
"LSV","6","Skipped",0
"dokomoy","6","Skipped",0
"Keaton","6","Skipped",1
"zlubars","6","Skipped",0
"BK","6","Skipped",1
"Dreamy","6","Skipped",0
"5up","6","Skipped",0
"Eirik","6","Skipped",0
"wrapter","6","Skipped",0
"Mani","6","Skipped",0
"Gaby","6","Skipped",0
"samie","6","Skipped",0
"LadyAtarka","6","Skipped",0
"Oltanya","6","Skipped",1
"Bene","6","Skipped",0
"Ian","6","Skipped",0
"Pojo","6","Skipped",1
"Sam","6","Skipped",0
"Pheylop","6","Skipped",0
"jorbs","6","Skipped",0
"julie","6","Skipped",0
"Ahamkara","6","Skipped",0
"dcsports8","6","Skipped",0
"Ben P","6","Skipped",0
"Squirrel_Loot","6","Skipped",0
"Stunlock","6","Skipped",0
"Rada","6","Skipped",0
"PANCAKE","6","Skipped",0
"Memes","6","Skipped",0
"synthe","6","Skipped",0
"Emily","6","Skipped",0
"CoolJets","6","Skipped",0
"Ambiance","6","Skipped",0
"DBatterskull","6","Skipped",0
"bsweitz","6","Skipped",0
"Zyla","6","Skipped",1
"Andrew","6","Skipped",0
"Barnabus","6","Skipped",0
"Kyle","6","Skipped",0
"LegenVD","6","Skipped",0
"TheAsianAvenger","6","Skipped",0
"Whyin","6","Skipped",0
"GrahamLRR","6","Skipped",0
"Bloody","6","Skipped",0
"Seabats","6","Skipped",0
"AshlenRose","6","Skipped",0
"Voxy","6","Skipped",0
"SwayingRug","6","Skipped",0
"Fader","6","Skipped",0
"TomM","6","Skipped",0
"ScaldingHotSoup","6","Skipped",0
"Corey","6","Skipped",0
"Chosaucer","6","Skipped",0
"BennyB","6","Skipped",0
"Mullibok","6","Skipped",0
"JohnnyCatz","6","Skipped",0
"DoubleFried","6","Skipped",0
"Kibler","6","Skipped",0
"Rafon","6","Skipped",0
"HGRose","6","Skipped",0
"nucleosynth","6","Skipped",0
"Colossus","6","Skipped",0
"Trotske","6","Skipped",0
"Seven","6","Skipped",0
"Saku","6","Skipped",0
"Adrien","6","Skipped",0
"Riley","6","Skipped",0
"Toffel","6","Skipped",0
"Stranjak","6","Skipped",0
"hafu","6","Skipped",0
"DaveWilliams","6","Skipped",0
"Nairbly","6","Skipped",0
"Wolf","6","Skipped",0
"FoxBox","6","Skipped",0
"Ryuu","6","Skipped",0
"coco","6","Skipped",0
"yoinkster","6","Skipped",0
"DuckMyInt","6","Skipped",0
"Isaac","6","Skipped",0
"BRazz","6","Skipped",0
"Scott","6","Skipped",1
"Iroknight","6","Skipped",0
"Dix","6","Skipped",1
"Nick","6","Skipped",0
"Eric","6","Skipped",0
"Nate","6","Skipped",0
"AbeyBaby","6","Skipped",0
"TomRoss","6","Skipped",0
"BradNelson","6","Skipped",0
"Zhoola","6","Skipped",0
"Platypus","6","Skipped",0
"Jason","6","Skipped",0
"niphette","6","Skipped",0
"Bonde","6","Skipped",0
"LeeSharpe","6","Skipped",0
"GGards","6","Skipped",0
"SamSherman","6","Skipped",0
"CALC","6","Skipped",0
"honk","6","Skipped",0
"Murklurker","6","Skipped",0
"Aberdasher","6","Skipped",0
"rettoto","6","Skipped",0
"MurkLurker","6","Skipped",0
"flutter","6","Skipped",0
"Skadj","6","Skipped",0
"ZJ","6","Skipped",0
"sponsz","6","Skipped",0
"Bim","6","Skipped",0
"HunterPence","6","Skipped",0
"LSV","6","Voted_Impostor",0
"dokomoy","6","Voted_Impostor",3
"Keaton","6","Voted_Impostor",0
"zlubars","6","Voted_Impostor",0
"BK","6","Voted_Impostor",0
"Dreamy","6","Voted_Impostor",1
"5up","6","Voted_Impostor",0
"Eirik","6","Voted_Impostor",1
"wrapter","6","Voted_Impostor",1
"Mani","6","Voted_Impostor",0
"Gaby","6","Voted_Impostor",0
"samie","6","Voted_Impostor",0
"LadyAtarka","6","Voted_Impostor",0
"Oltanya","6","Voted_Impostor",1
"Bene","6","Voted_Impostor",0
"Ian","6","Voted_Impostor",0
"Pojo","6","Voted_Impostor",0
"Sam","6","Voted_Impostor",0
"Pheylop","6","Voted_Impostor",3
"jorbs","6","Voted_Impostor",0
"julie","6","Voted_Impostor",0
"Ahamkara","6","Voted_Impostor",1
"dcsports8","6","Voted_Impostor",0
"Ben P","6","Voted_Impostor",0
"Squirrel_Loot","6","Voted_Impostor",0
"Stunlock","6","Voted_Impostor",0
"Rada","6","Voted_Impostor",0
"PANCAKE","6","Voted_Impostor",0
"Memes","6","Voted_Impostor",0
"synthe","6","Voted_Impostor",0
"Emily","6","Voted_Impostor",1
"CoolJets","6","Voted_Impostor",0
"Ambiance","6","Voted_Impostor",0
"DBatterskull","6","Voted_Impostor",0
"bsweitz","6","Voted_Impostor",2
"Zyla","6","Voted_Impostor",1
"Andrew","6","Voted_Impostor",0
"Barnabus","6","Voted_Impostor",2
"Kyle","6","Voted_Impostor",0
"LegenVD","6","Voted_Impostor",0
"TheAsianAvenger","6","Voted_Impostor",0
"Whyin","6","Voted_Impostor",0
"GrahamLRR","6","Voted_Impostor",0
"Bloody","6","Voted_Impostor",0
"Seabats","6","Voted_Impostor",0
"AshlenRose","6","Voted_Impostor",0
"Voxy","6","Voted_Impostor",0
"SwayingRug","6","Voted_Impostor",0
"Fader","6","Voted_Impostor",0
"TomM","6","Voted_Impostor",0
"ScaldingHotSoup","6","Voted_Impostor",0
"Corey","6","Voted_Impostor",0
"Chosaucer","6","Voted_Impostor",1
"BennyB","6","Voted_Impostor",0
"Mullibok","6","Voted_Impostor",0
"JohnnyCatz","6","Voted_Impostor",0
"DoubleFried","6","Voted_Impostor",0
"Kibler","6","Voted_Impostor",0
"Rafon","6","Voted_Impostor",0
"HGRose","6","Voted_Impostor",1
"nucleosynth","6","Voted_Impostor",0
"Colossus","6","Voted_Impostor",0
"Trotske","6","Voted_Impostor",0
"Seven","6","Voted_Impostor",0
"Saku","6","Voted_Impostor",0
"Adrien","6","Voted_Impostor",0
"Riley","6","Voted_Impostor",0
"Toffel","6","Voted_Impostor",0
"Stranjak","6","Voted_Impostor",0
"hafu","6","Voted_Impostor",0
"DaveWilliams","6","Voted_Impostor",0
"Nairbly","6","Voted_Impostor",1
"Wolf","6","Voted_Impostor",0
"FoxBox","6","Voted_Impostor",0
"Ryuu","6","Voted_Impostor",0
"coco","6","Voted_Impostor",0
"yoinkster","6","Voted_Impostor",0
"DuckMyInt","6","Voted_Impostor",0
"Isaac","6","Voted_Impostor",0
"BRazz","6","Voted_Impostor",0
"Scott","6","Voted_Impostor",0
"Iroknight","6","Voted_Impostor",0
"Dix","6","Voted_Impostor",0
"Nick","6","Voted_Impostor",0
"Eric","6","Voted_Impostor",0
"Nate","6","Voted_Impostor",0
"AbeyBaby","6","Voted_Impostor",0
"TomRoss","6","Voted_Impostor",1
"BradNelson","6","Voted_Impostor",0
"Zhoola","6","Voted_Impostor",0
"Platypus","6","Voted_Impostor",0
"Jason","6","Voted_Impostor",0
"niphette","6","Voted_Impostor",0
"Bonde","6","Voted_Impostor",0
"LeeSharpe","6","Voted_Impostor",0
"GGards","6","Voted_Impostor",0
"SamSherman","6","Voted_Impostor",0
"CALC","6","Voted_Impostor",0
"honk","6","Voted_Impostor",0
"Murklurker","6","Voted_Impostor",0
"Aberdasher","6","Voted_Impostor",0
"rettoto","6","Voted_Impostor",0
"MurkLurker","6","Voted_Impostor",0
"flutter","6","Voted_Impostor",0
"Skadj","6","Voted_Impostor",0
"ZJ","6","Voted_Impostor",0
"sponsz","6","Voted_Impostor",0
"Bim","6","Voted_Impostor",0
"HunterPence","6","Voted_Impostor",0
"LSV","6","Voted_Crew",0
"dokomoy","6","Voted_Crew",0
"Keaton","6","Voted_Crew",0
"zlubars","6","Voted_Crew",0
"BK","6","Voted_Crew",0
"Dreamy","6","Voted_Crew",0
"5up","6","Voted_Crew",0
"Eirik","6","Voted_Crew",0
"wrapter","6","Voted_Crew",0
"Mani","6","Voted_Crew",0
"Gaby","6","Voted_Crew",0
"samie","6","Voted_Crew",0
"LadyAtarka","6","Voted_Crew",0
"Oltanya","6","Voted_Crew",0
"Bene","6","Voted_Crew",0
"Ian","6","Voted_Crew",1
"Pojo","6","Voted_Crew",0
"Sam","6","Voted_Crew",0
"Pheylop","6","Voted_Crew",0
"jorbs","6","Voted_Crew",0
